episode,epsilon,replay,train_steps_cumulative,train_steps_episode,episode_mean_loss,last_batch_loss,episode_return_total,avg_return_per_vehicle,elite_buffer_size,elite_transitions_added_episode,elite_transitions_added_cumulative,elite_samples_drawn_episode,elite_samples_drawn_cumulative,replay_main_finalized_episode,replay_main_finalized_cumulative,replay_main_pending_timeout_episode,replay_main_pending_timeout_cumulative,replay_main_terminal_episode,replay_main_terminal_cumulative,replay_main_dropped_episode,replay_main_dropped_cumulative,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,teleported_controlled,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,safety_overrides,fragment_build_failures,fallback_overrides,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,policy_masked_actions_removed,override_learning_transitions,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,emergency_brake_due_to_leader,emergency_brake_due_to_congestion,emergency_brake_near_junction,emergency_brake_other_reason,emergency_brake_after_fallback,emergency_brake_after_proactive,emergency_brake_after_lane_now,emergency_brake_without_recent_decision,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio
10,0.946354579813443,9447,1801,154,0.3209524141116576,0.3525658845901489,421.67814151163316,4.216781415116332,0,0,0,0,0,991,8350,0,0,100,1097,18630,257280,0.98,234.08163265306123,197.5,463.59999999999997,6,3,3,1,97,467.0,19569.0,1937.0,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,26.0,0.0,77.0,0.0,77.0,77.0,0.0,26.0,26.0,274.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,4094.0,2463427.0,1402.0,68.0,0.03975219411461022,77.0,1706.0,154.0,77.0,77.0,0,2,0.0,12.255429162357808,1.2872141378721873,117.61836250000002,110.37312499999999,186.9461250000001,2,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,414.0,58.0,0.0,303.0,53.0,10.0,13.0,390.0,1.0,0.0,5.0,1.0,1.0,248.0,10,397.6,0.0,0.0,0.0,26.0,0.0,long_horizon,0.0,0.03369782004679855,0.060249999999999845,0.7984764542936288,0.0,0.0,0.9994550408719346,0.0,0.0005449591280653951,0.3628818746330269,0.3684210526315789,2.861012658227846,0.0,0.03975219411461022,0.03,19569.0,3472.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1911.0,1908.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9984301412872841
11,0.9416228069143757,10089,2095,294,0.30181762976508564,0.25925809144973755,-1283.4746638596293,-12.834746638596293,0,0,0,0,0,542,8892,0,0,100,1197,26499,283779,0.9,309.3,236.5,532.0000000000002,27,11,11,1,89,422.0,26917.0,2127.0,2116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,42.0,0.0,111.0,0.0,117.0,117.0,0.0,41.0,41.0,366.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,111.0,0.0,4482.0,2718859.0,1616.0,89.0,0.05500705218617771,117.0,1891.0,234.0,117.0,117.0,0,10,0.0,16.215028355387524,0.8360251727180096,127.688825,126.8225,208.52337500000004,10,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,468.0,77.0,1.0,321.0,69.0,9.0,19.0,440.0,0.0,0.0,21.0,1.0,1.0,325.0,9,720.8333333333334,0.0,0.0,0.0,42.0,0.0,long_horizon,0.0,0.03954204056887496,0.06227500000000008,0.7728365384615384,0.0,0.0,0.9965397923875432,0.0,0.0034602076124567475,0.3942917699464741,0.3130434782608696,3.0456659619450313,0.0,0.05500705218617771,0.11,26917.0,5724.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,40.0,2086.0,2076.0,7.0,0.0,6.0,0.0,1.0,0.0,0.975609756097561,0.9952061361457335
12,0.9369146928798039,10666,2346,251,0.2900566854681152,0.35543394088745117,-695.869369452945,-6.958693694529449,0,0,0,0,0,478,9370,0,0,99,1296,23593,307372,0.92,289.5217391304348,184.0,631.8000000000002,23,12,12,4,88,443.0,24077.0,1867.0,1861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,28.0,0.0,48.0,0.0,49.0,49.0,0.0,33.0,33.0,611.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5098.0,2933558.0,1344.0,80.0,0.026245313336904125,49.0,1657.0,98.0,49.0,49.0,0,6,0.0,16.815690488984416,1.1199826937117714,122.07631250000003,120.95937500000002,208.49262500000003,8,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,421.0,53.0,2.0,317.0,49.0,3.0,22.0,396.0,0.0,0.0,22.0,1.0,1.0,578.0,10,767.3,0.0,0.0,0.0,28.0,0.0,long_horizon,0.0,0.08179642719718011,0.0504,0.803019410496046,0.0,0.0,0.9994327850255247,0.0,0.0005672149744753262,0.478784841698388,0.4897959183673469,5.015217391304349,0.0,0.026245313336904125,0.12,24077.0,2963.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,1834.0,1828.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9967284623773174
13,0.9322301194154049,11292,2533,187,0.28835368172370174,0.25246700644493103,-452.22506174325673,-4.522250617432567,0,0,0,0,0,527,9897,0,0,99,1395,24535,331907,1.0,315.75,257.0,618.9000000000004,6,2,2,2,98,451.0,25034.0,2075.0,2074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,27.0,0.0,60.0,0.0,63.0,63.0,0.0,30.0,30.0,635.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,5743.0,3164748.0,1522.0,102.0,0.030361445783132532,63.0,1954.0,126.0,63.0,63.0,0,0,0.0,14.831726133076181,1.1633621201948672,130.7464,127.69312500000001,209.7603750000001,0,0.0,0.0,0.0,0.0,0.002080530340187028,4.4052863121032715,0,469.0,88.0,0.0,327.0,54.0,3.0,12.0,454.0,0.0,0.0,2.0,1.0,1.0,605.0,10,550.9,0.0,0.0,0.0,27.0,0.0,long_horizon,0.0,0.029425842769944623,0.0608324999999999,0.7899686520376176,0.0,0.0,0.9979787771601819,0.0,0.00202122283981809,0.40171306413301666,0.41935483870967744,2.9988326848249014,0.0,0.030361445783132532,0.02,25034.0,3177.0,1.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,2045.0,2045.0,4.0,0.0,3.0,0.0,1.0,1.0,0.9666666666666667,1.0
14,0.9275689688183278,11943,2766,233,0.27444728019411474,0.21318519115447998,-279.05566178145085,-2.7905566178145085,0,0,0,0,0,551,10448,0,0,100,1495,23514,355421,0.95,265.3578947368421,218.0,514.2000000000006,13,6,6,1,94,405.0,24006.0,2041.0,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,27.0,0.0,77.0,0.0,82.0,82.0,0.0,40.0,40.0,678.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,6440.0,3390887.0,1514.0,122.0,0.04017638412542871,82.0,1881.0,164.0,82.0,82.0,0,5,0.0,13.880157170923379,1.1909641736047694,127.477675,118.03562500000001,202.42275000000004,5,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,2,457.0,74.0,0.0,323.0,60.0,5.0,27.0,423.0,2.0,0.0,11.0,1.0,1.0,638.0,10,495.9,1.0,0.0,0.0,27.0,0.0,long_horizon,0.0,0.05028240114327669,0.05210000000000001,0.8120300751879699,0.0,0.0,0.9974240082431737,0.0,0.002575991756826378,0.37141789377644985,0.35365853658536583,3.0169724770642192,0.0,0.04017638412542871,0.06,24006.0,3177.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,2001.0,1996.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.9975012493753124
15,0.9229311239742362,13057,2977,211,0.2790980682271352,0.3086668848991394,53.73908396319889,0.5373908396319889,0,0,0,0,0,1016,11464,0,0,98,1593,19230,374651,0.98,254.19387755102042,212.0,480.5,5,2,2,0,98,435.0,20187.0,1985.0,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,1.0,0.0,0.0,37.0,0.0,78.0,0.0,79.0,79.0,0.0,44.0,44.0,573.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,78.0,0.0,7017.0,3591597.0,1428.0,122.0,0.039798488664987405,79.0,1784.0,158.0,79.0,79.0,0,2,0.0,12.50100908173562,1.168086437974751,119.3046875,118.031875,193.10437499999998,2,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,483.0,65.0,2.0,358.0,58.0,6.0,30.0,446.0,1.0,0.0,4.0,1.0,1.0,529.0,10,432.0,1.0,0.0,0.0,37.0,0.0,long_horizon,0.0,0.03911915068154779,0.059350000000000014,0.7936297279362973,0.0,0.0,0.9989389920424403,0.0,0.0010610079575596816,0.37882822030100627,0.3717948717948718,2.76627358490566,0.0,0.039798488664987405,0.02,20187.0,3031.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,1941.0,1938.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9984544049459042
16,0.918316468354365,13710,3178,201,0.26978451258210995,0.2686948776245117,-714.7535289994142,-7.147535289994142,0,0,0,0,0,553,12017,0,0,100,1693,24801,399452,0.97,299.8453608247423,246.0,558.8000000000002,15,6,6,3,94,415.0,25277.0,2092.0,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,45.0,0.0,85.0,0.0,90.0,90.0,0.0,33.0,33.0,168.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,85.0,0.0,7201.0,3833241.0,1546.0,131.0,0.043021032504780114,90.0,1898.0,180.0,90.0,90.0,0,3,0.0,14.416666666666666,0.9688030676106448,122.2843375,119.0975,197.892125,3,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,453.0,64.0,0.0,335.0,54.0,10.0,19.0,423.0,1.0,0.0,9.0,1.0,1.0,135.0,10,533.7,0.0,0.0,0.0,45.0,0.0,long_horizon,0.0,0.042538875113076156,0.060656249999999856,0.7818955042527339,0.0,0.0,0.9969909729187563,0.0,0.003009027081243731,0.3711985311449377,0.39325842696629215,2.8837398373983683,0.0,0.043021032504780114,0.06,25277.0,3360.0,2.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,2059.0,2056.0,6.0,0.0,5.0,0.0,1.0,0.0,0.9696969696969697,0.9985429820301117
17,0.9137248860125932,14346,3482,304,0.26605213781524645,0.21070320904254913,-1447.0483463674639,-14.470483463674638,0,0,0,0,0,536,12553,0,0,100,1793,29417,428869,0.93,371.86021505376345,281.0,846.5999999999997,28,16,16,9,84,443.0,29927.0,2022.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,22.0,0.0,63.0,0.0,66.0,66.0,0.0,50.0,50.0,500.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,7713.0,4097194.0,1470.0,109.0,0.032640949554896145,66.0,1864.0,132.0,66.0,66.0,0,6,0.0,18.36061507936508,0.9947204221009502,127.76416249999998,128.905625,208.37350000000006,7,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,473.0,69.0,1.0,355.0,48.0,6.0,31.0,434.0,2.0,0.0,23.0,1.0,1.0,450.0,10,874.0,0.0,0.0,0.0,22.0,0.0,long_horizon,0.0,0.03560116595499185,0.04600000000000026,0.8073154800783802,0.0,0.0,0.9984366857738406,0.0,0.001563314226159458,0.4304657114456447,0.2878787878787879,4.034875444839853,0.0,0.032640949554896145,0.16,29927.0,5839.0,2.0,82.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,1972.0,1966.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.9969574036511156
18,0.9091562615825302,14987,3695,213,0.26391663328862525,0.3071456551551819,-475.55073233357507,-4.755507323335751,0,0,0,0,0,541,13094,0,0,100,1893,26141,455010,0.94,317.3191489361702,256.0,610.7,20,9,9,3,91,491.0,26654.0,2151.0,2144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,19.0,0.0,60.0,0.0,66.0,66.0,0.0,35.0,35.0,303.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,60.0,0.0,8029.0,4344738.0,1514.0,146.0,0.030683403068340307,66.0,1954.0,132.0,66.0,66.0,0,4,0.0,15.403451492537313,1.1213390372961507,136.801575,146.948125,210.71887500000005,6,0.0,0.0,0.0,0.0,0.002080530340187029,4.4052863121032715,0,484.0,67.0,2.0,361.0,54.0,6.0,21.0,457.0,0.0,0.0,13.0,1.0,1.0,268.0,10,585.1,1.0,0.0,0.0,19.0,0.0,long_horizon,0.0,0.04246765125222839,0.05788749999999965,0.8099630996309963,0.0,0.0,0.9956161714564052,0.0,0.00438382854359474,0.3833539242008792,0.36507936507936506,3.2931640625,0.0,0.030683403068340307,0.09,26654.0,5013.0,1.0,77.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,2116.0,2112.0,9.0,0.0,6.0,0.0,3.0,0.0,0.9142857142857143,0.998109640831758
19,0.9046104802746175,15645,3997,302,0.2544731645295952,0.19855211675167084,-2736.114852785354,-27.361148527853537,0,0,0,0,0,558,13652,0,0,100,1993,36173,491183,0.89,430.9325842696629,332.0,844.2000000000004,42,20,20,9,80,445.0,36674.0,2041.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,30.0,0.0,80.0,0.0,83.0,83.0,0.0,25.0,25.0,155.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,8194.0,4655172.0,1463.0,133.0,0.040666340029397355,83.0,1836.0,166.0,83.0,83.0,0,9,0.0,23.496307237813884,0.6838974727106653,122.97795000000002,119.863125,193.22637500000008,11,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,453.0,78.0,2.0,334.0,39.0,6.0,10.0,436.0,1.0,0.0,34.0,1.0,1.0,130.0,9,1012.4444444444443,0.0,0.0,0.0,30.0,0.0,long_horizon,0.0,0.05520589284162,0.06025000000000001,0.7695735200509229,0.0,0.0,0.9979328165374677,0.0,0.0020671834625322996,0.44134718963431663,0.3373493975903614,4.087349397590361,0.0,0.040666340029397355,0.2,36674.0,9787.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2016.0,2006.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.9950396825396826
20,0.9000874278732445,16270,4212,215,0.26174314056718073,0.31869927048683167,-1296.8056970973653,-12.968056970973652,0,0,0,0,0,525,14177,0,0,100,2093,31028,522211,0.96,353.0729166666667,278.5,701.0,10,6,6,2,94,442.0,31485.0,2087.0,2082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,25.0,0.0,81.0,0.0,86.0,86.0,0.0,28.0,28.0,307.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0,8515.0,4927282.0,1497.0,148.0,0.041207474844274075,86.0,1915.0,172.0,86.0,86.0,0,4,0.0,17.574447646493756,1.121189501854661,132.7661875,131.80062500000003,219.40625,4,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,449.0,77.0,0.0,316.0,56.0,6.0,12.0,431.0,0.0,0.0,10.0,1.0,1.0,279.0,10,688.3,0.0,0.0,0.0,25.0,0.0,long_horizon,0.0,0.03202755517505361,0.06227500000000008,0.7841682127396413,0.0,0.0,0.9969818913480886,0.0,0.0030181086519114686,0.41218806854501633,0.25882352941176473,3.530520646319569,0.0,0.041207474844274075,0.06,31485.0,5441.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,2059.0,2055.0,6.0,0.0,5.0,0.0,1.0,0.0,0.9642857142857143,0.9980573093734822
21,0.8955869907338783,16905,4514,302,0.25543035102995815,0.2829289734363556,-1202.2978799164287,-12.022978799164287,0,0,0,0,0,535,14712,0,0,100,2193,27332,549543,0.93,326.8494623655914,239.0,739.3999999999996,26,15,15,8,85,441.0,27819.0,2035.0,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,25.0,0.0,75.0,0.0,77.0,77.0,0.0,42.0,42.0,492.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,9016.0,5178438.0,1436.0,158.0,0.03783783783783784,77.0,1802.0,154.0,77.0,77.0,0,6,0.0,17.197634302612123,0.9751376339577433,126.59438750000002,117.955,194.99625000000006,7,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,459.0,60.0,0.0,345.0,54.0,4.0,27.0,428.0,0.0,0.0,23.0,1.0,1.0,450.0,10,722.4,0.0,0.0,0.0,25.0,0.0,long_horizon,0.0,0.04013466044240202,0.06024999999999987,0.7867268041237113,0.0,0.0,0.9989642672190575,0.0,0.0010357327809425167,0.42634371459266096,0.3026315789473684,3.3815899581589957,0.0,0.03783783783783784,0.15,27819.0,5550.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,1993.0,1987.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9969894631209232
22,0.8911090557802088,17581,4805,291,0.25201870680265,0.20887751877307892,-1374.273825803098,-13.742738258030979,0,0,0,0,0,576,15288,0,0,100,2293,27977,577520,0.93,327.4193548387097,271.0,624.3999999999999,20,11,11,4,89,473.0,28470.0,2241.0,2234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,44.0,0.0,92.0,0.0,94.0,94.0,0.0,28.0,28.0,278.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,92.0,0.0,9300.0,5438331.0,1597.0,171.0,0.04194556001784917,94.0,1982.0,188.0,94.0,94.0,0,5,0.0,15.935989256938228,0.8376860767997769,130.1057375,132.650625,210.65562500000004,7,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,476.0,82.0,0.0,336.0,58.0,8.0,19.0,447.0,2.0,0.0,18.0,1.0,1.0,250.0,10,776.0999999999999,1.0,0.0,0.0,44.0,0.0,long_horizon,0.0,0.02763598805635729,0.059350000000000014,0.7850574712643679,0.0,0.0,0.9981290926099158,0.0,0.0018709073900841909,0.4279428642053782,0.3723404255319149,3.5785977859778564,0.0,0.04194556001784917,0.11,28470.0,2663.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,2213.0,2206.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.9968368730230457
23,0.8866535105013078,18160,4987,182,0.24466522938602572,0.20830278098583221,-741.6063895332297,-7.4160638953322975,0,0,0,0,0,480,15768,0,0,99,2392,25721,603241,0.97,308.92783505154637,211.0,674.6000000000001,13,4,4,1,96,385.0,26171.0,1871.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,30.0,0.0,63.0,0.0,65.0,65.0,0.0,30.0,30.0,468.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,9775.0,5670584.0,1324.0,162.0,0.034740780331373594,65.0,1656.0,130.0,65.0,65.0,0,2,0.0,16.673447537473233,1.1493769880013331,115.4689125,110.54062499999999,188.701375,3,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,1,430.0,68.0,2.0,303.0,57.0,11.0,16.0,401.0,2.0,0.0,7.0,1.0,1.0,438.0,10,583.5,0.0,0.0,0.0,30.0,0.0,long_horizon,0.0,0.07570282580511449,0.061374999999999846,0.7788461538461539,0.0,0.0,0.9983069977426636,0.0,0.001693002257336343,0.40530608228844933,0.35384615384615387,3.4691943127962035,0.0,0.034740780331373594,0.04,26171.0,4464.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1841.0,1838.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.9983704508419338
24,0.8822202429488013,18790,5244,257,0.24001192281218353,0.20347927510738373,-2074.8504282185004,-20.748504282185003,0,0,0,0,0,531,16299,0,0,99,2491,33114,636355,0.92,395.3804347826087,254.0,1090.7000000000003,27,15,15,7,85,395.0,33616.0,1957.0,1949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,64.0,0.0,67.0,67.0,0.0,35.0,35.0,1241.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,11024.0,5953463.0,1366.0,196.0,0.0342360756259581,67.0,1813.0,134.0,67.0,67.0,0,7,0.0,20.80861980502822,0.9596564718927225,127.38143749999999,118.733125,216.09250000000006,8,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,443.0,74.0,1.0,314.0,54.0,7.0,20.0,415.0,1.0,0.0,24.0,1.0,1.0,1206.0,10,1003.2,0.0,0.0,0.0,25.0,0.0,long_horizon,0.0,0.04666732735143338,0.05665249999999988,0.7996070726915521,0.0,0.0,0.9978425026968716,0.0,0.002157497303128371,0.4894961900493051,0.40298507462686567,4.7637795275590555,0.0,0.0342360756259581,0.15,33616.0,5849.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,1922.0,1914.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.9958376690946931
25,0.8778091417340573,19919,5385,141,0.2393910414572303,0.1806689351797104,401.1537048465028,4.011537048465028,0,0,0,0,0,1030,17329,0,0,99,2590,20502,656857,1.0,258.86,232.0,490.3,1,1,1,1,99,465.0,21496.0,2043.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,35.0,0.0,68.0,0.0,69.0,69.0,0.0,34.0,34.0,323.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,68.0,0.0,11357.0,6165682.0,1391.0,191.0,0.033773861967694566,69.0,1826.0,140.0,71.0,69.0,0,0,0.0,12.334313725490196,1.3085093283640992,126.69652500000002,121.67500000000001,206.04637500000004,0,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,445.0,62.0,0.0,329.0,54.0,6.0,23.0,416.0,0.0,0.0,1.0,1.0,1.0,289.0,10,312.0,0.0,0.0,0.0,35.0,0.0,long_horizon,0.0,0.04786592356416882,0.056749999999999856,0.8016741790083709,0.0,0.0,0.9979434447300771,0.0,0.002056555269922879,0.34597852120837524,0.36231884057971014,2.172413793103448,0.0,0.033773861967694566,0.01,21496.0,3080.0,9.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,2009.0,2008.0,3.0,0.0,1.0,0.0,3.0,1.0,0.9411764705882353,0.9995022399203584
26,0.8734200960253871,20543,5565,180,0.23339478058947458,0.17753875255584717,-891.3204209741051,-8.913204209741052,0,0,0,0,0,524,17853,0,0,100,2690,25689,682546,0.96,305.1770833333333,241.5,549.0,18,8,8,4,92,405.0,26135.0,1962.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,31.0,0.0,87.0,0.0,91.0,91.0,0.0,31.0,31.0,259.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,87.0,0.0,11629.0,6405622.0,1353.0,204.0,0.046381243628950054,91.0,1710.0,182.0,91.0,91.0,0,4,0.0,16.22750511247444,1.0290688920128983,117.85556250000002,112.666875,181.92200000000003,4,0.0,0.0,0.0,0.0,0.002080530340187029,4.4052863121032715,0,415.0,70.0,0.0,293.0,52.0,8.0,14.0,393.0,0.0,0.0,12.0,1.0,1.0,228.0,10,492.5,0.0,0.0,0.0,31.0,0.0,long_horizon,0.0,0.05767674158203474,0.05731874999999986,0.7903014416775884,0.0,0.0,0.9967776584317938,0.0,0.00322234156820623,0.37662097086163526,0.34065934065934067,3.1387163561076603,0.0,0.046381243628950054,0.08,26135.0,3203.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,1931.0,1925.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.9968928016571724
